"tune_id","alias","name"
18,"Old Concertina, The","Concertina, The"
19,"Bean Ag Baint Duileasc","Connaughtman's Rambles, The"
19,"Connacht Man's Rambles, The","Connaughtman's Rambles, The"
19,"Connachtman's Rambles, The","Connaughtman's Rambles, The"
19,"Connachtmann's Rambles, The","Connaughtman's Rambles, The"
19,"Connaght Man's Rambles","Connaughtman's Rambles, The"
19,"Connaught Man's Ramble, The","Connaughtman's Rambles, The"
19,"Connaught Man's Rambles, The","Connaughtman's Rambles, The"
19,"Connaughtman Rambles, The","Connaughtman's Rambles, The"
19,"Connaughtman's","Connaughtman's Rambles, The"
19,"Connaughtman's Ramble","Connaughtman's Rambles, The"
19,"Connaughtman's Ramble, The","Connaughtman's Rambles, The"
19,"Connaughtman's Rambles, The","Connaughtman's Rambles, The"
19,"Duck From Drummock, The","Connaughtman's Rambles, The"
19,"Gathering Dilisk","Connaughtman's Rambles, The"
19,"Mooney's","Connaughtman's Rambles, The"
20,"Cup O' Tea, The","Cup Of Tea, The"
20,"Sweet Cup Of Tea","Cup Of Tea, The"
20,"Unfortunate Cup Of Tea, The","Cup Of Tea, The"
21,"Caisleán Uí Cheallaigh","Castle Kelly"
21,"Castle Kelly's","Castle Kelly"
21,"Castle Smelly","Castle Kelly"
21,"Castlekelly","Castle Kelly"
21,"Jimmy's Folly","Castle Kelly"
21,"Kelly's Castle","Castle Kelly"
23,"Garcon Volage","Dingle Regatta, The"
23,"Slattery's Grove","Dingle Regatta, The"
24,"Dinkey Dorian's","Dinkey's"
24,"Dinkey Dorrian's","Dinkey's"
24,"Dinkie Dorian's","Dinkey's"
24,"Dinkie Dorrian's","Dinkey's"
24,"Dinkie's","Dinkey's"
24,"Dinkies","Dinkey's"
24,"Dinky Dolan's","Dinkey's"
24,"Dinky Dorrian's","Dinkey's"
24,"Dinky's","Dinkey's"
26,"An Carbhat","Donnybrook Fair"
26,"Andy Keone's","Donnybrook Fair"
26,"Aonach Domhnach Broc","Donnybrook Fair"
26,"Aonach Domhnach Brocach","Donnybrook Fair"
26,"Caravat, The","Donnybrook Fair"
26,"Humours Of Donnybrook, The","Donnybrook Fair"
26,"Joy Of My Life, The","Donnybrook Fair"
26,"Joys Of Life, The","Donnybrook Fair"
26,"Joys Of Love, The","Donnybrook Fair"
26,"Joys Of My Life","Donnybrook Fair"
26,"Joys Of My Life, The","Donnybrook Fair"
26,"Kiss Me I'm Irish","Donnybrook Fair"
26,"Lutgair Mo Beata","Donnybrook Fair"
26,"Our Little Green Isle","Donnybrook Fair"
26,"River Cree, The","Donnybrook Fair"
27,"Drowsey Maggie","Drowsy Maggie"
27,"Drowsie Maggie","Drowsy Maggie"
27,"Drowsy Maggy","Drowsy Maggie"
27,"Maggie Tuirseach","Drowsy Maggie"
27,"Maggie's Drowsy","Drowsy Maggie"
28,"Benny's Jig","Dusty Miller, The"
28,"Dusty Millar, The","Dusty Miller, The"
28,"Johnny Docherty's","Dusty Miller, The"
28,"Top The Candle","Dusty Miller, The"
29,"Austin Barratts","Dusty Windowsills"
29,"Austin Barrett's","Dusty Windowsills"
29,"Blasket Sound, The","Dusty Windowsills"
29,"Chicago, The","Dusty Windowsills"
29,"Dust On The Windowsills","Dusty Windowsills"
29,"Dusty Windmill, The","Dusty Windowsills"
29,"Dusty Windowsill, The","Dusty Windowsills"
29,"Dusty Windowsills, The","Dusty Windowsills"
29,"Grandfather, The","Dusty Windowsills"
29,"Harding's","Dusty Windowsills"
29,"Harling's","Dusty Windowsills"
29,"Hiccup, The","Dusty Windowsills"
29,"John Harling's","Dusty Windowsills"
29,"Johnny Harling's","Dusty Windowsills"
29,"Trip To The Highlands, The","Dusty Windowsills"
29,"Whiskey For Breakfast","Dusty Windowsills"
30,"Bound For California","Off To California"
30,"Fireman's","Off To California"
30,"Fireman's Reel","Off To California"
30,"Fireman's Reel, The","Off To California"
30,"Fireman's, The","Off To California"
30,"Going To California","Off To California"
30,"Humours Of California, The","Off To California"
30,"Imtigte Go California","Off To California"
30,"Juggler, The","Off To California"
30,"Off The California","Off To California"
30,"Portsmouth Hornipe, The","Off To California"
30,"Whiskey","Off To California"
30,"Whiskey, The","Off To California"
31,"Frainc A Phoill's","Franc A'Phoill"
31,"Frainc A'Phoill","Franc A'Phoill"
31,"Frainc A'Phoill's","Franc A'Phoill"
31,"Frainc An Phoill","Franc A'Phoill"
31,"Frank Of The Hollow","Franc A'Phoill"
31,"King Of The Pipers","Franc A'Phoill"
31,"King Of The Pipers, The","Franc A'Phoill"
32,"A Friendly Visit","Friendly Visit, The"
32,"Callanan's Retreat","Friendly Visit, The"
32,"Whittle Dean","Friendly Visit, The"
32,"Whittle Dene","Friendly Visit, The"
32,"Wittle Dean","Friendly Visit, The"
33,"Farewell To Éire","Farewell To Erin"
33,"Farewell To Eirinn","Farewell To Erin"
33,"Farewell To Ireland","Farewell To Erin"
33,"Goodbye To Ireland","Farewell To Erin"
33,"Slán Le HÉireann","Farewell To Erin"
33,"Slan Le HEirinn","Farewell To Erin"
34,"Connla","Frieze Breeches, The"
34,"Cunla","Frieze Breeches, The"
34,"Freeze Bitches!","Frieze Breeches, The"
34,"Friar's Breeches, The","Frieze Breeches, The"
34,"Friar's Britches, The","Frieze Breeches, The"
34,"Friars Britches","Frieze Breeches, The"
34,"Frieze Breetches, The","Frieze Breeches, The"
34,"Frieze Britches, The","Frieze Breeches, The"
34,"Fry's Britches","Frieze Breeches, The"
34,"Gallagher's","Frieze Breeches, The"
34,"La San Sean, Ba Chraite An Mhaidin I'","Frieze Breeches, The"
34,"Old Frieze Britches, The","Frieze Breeches, The"
34,"Trumlo, The","Frieze Breeches, The"
34,"Vicar's Knickers, The","Frieze Breeches, The"
35,"Jig O' Slurs, The","Jig Of Slurs, The"
36,"An Méarchlár Órga","Golden Keyboard, The"
36,"Golden Headboard, The","Golden Keyboard, The"
37,"An Fáinne Óir","Gold Ring, The"
37,"An Fáinne Ór","Gold Ring, The"
37,"An Faire","Gold Ring, The"
37,"Fainne Oir","Gold Ring, The"
37,"Golden Ring, The","Gold Ring, The"
38,"Bald Headed Bachelor, The","Galway, The"
38,"Cornphíopa Na Gaillimhe","Galway, The"
38,"Dan Lowry's","Galway, The"
38,"McDermott's","Galway, The"
38,"McDermott's No.1","Galway, The"
39,"Daly's","Kerry, The"
39,"East Limerick","Kerry, The"
39,"Easy Limerick, The","Kerry, The"
39,"Egan's","Kerry, The"
39,"Egans","Kerry, The"
39,"FABA FABA","Kerry, The"
39,"FABA, The","Kerry, The"
39,"John Egan's","Kerry, The"
39,"Peg Ryan's","Kerry, The"
39,"Rose Tree, The","Kerry, The"
40,"Fintan McManus's","Guns Of The Magnificent Seven, The"
40,"Guns, The","Guns Of The Magnificent Seven, The"
40,"Return Of The Magnificent Seven","Guns Of The Magnificent Seven, The"
41,"Green Groves, The","Green Groves Of Erin, The"
41,"Ned Falveys","Green Groves Of Erin, The"
42,"Asphalt Walk","Gravel Walks, The"
42,"Barty's Choice","Gravel Walks, The"
42,"Grannie's Gravel Walks","Gravel Walks, The"
42,"Gravel Path To Granny","Gravel Walks, The"
42,"Gravel Path To Granny's, The","Gravel Walks, The"
42,"Gravel Walk","Gravel Walks, The"
42,"Gravel Walk To Grania's, The","Gravel Walks, The"
42,"Gravel Walk To Granny's, The","Gravel Walks, The"
42,"Gravel Walk, The","Gravel Walks, The"
42,"Gravel Walks To Granie, The","Gravel Walks, The"
42,"Gravel Walks To Grannie","Gravel Walks, The"
42,"Gravel Walks To Grannie, The","Gravel Walks, The"
42,"Gravelwalk","Gravel Walks, The"
42,"Gravelwalks, The","Gravel Walks, The"
42,"Na Cosáin Ghriothail","Gravel Walks, The"
42,"Walk To Grania's","Gravel Walks, The"
43,"Geese In The Bogs, The","Geese In The Bog, The"
43,"Humors Of Ballinafad, The","Geese In The Bog, The"
43,"Humours Of Ballinafad, The","Geese In The Bog, The"
43,"Ken Fahey's","Geese In The Bog, The"
43,"Na Géanna Sa Phortach","Geese In The Bog, The"
43,"Old Geese In The Bog, The","Geese In The Bog, The"
44,"Alexander Duff","High, The"
44,"An Ríl Ard","High, The"
44,"Barney McKenna's High","High, The"
44,"Dr MacKinnon's","High, The"
44,"Duffy The Dancer","High, The"
44,"High Reel, No. 1, The","High, The"
44,"Sandy Duff","High, The"
45,"Cashel, The","Humours Of Glendart, The"
45,"Curraig Diamuid Do'n Capall Beg","Humours Of Glendart, The"
45,"Darby Gallagher","Humours Of Glendart, The"
45,"Darby Gallagher's","Humours Of Glendart, The"
45,"East At Glandart","Humours Of Glendart, The"
45,"East At Glendart","Humours Of Glendart, The"
45,"East Of Glendart","Humours Of Glendart, The"
45,"East To Glendart","Humours Of Glendart, The"
45,"Finley's","Humours Of Glendart, The"
45,"Housemaid, The","Humours Of Glendart, The"
45,"Humors Of Glendart, The","Humours Of Glendart, The"
45,"Humours O' Glendart, The","Humours Of Glendart, The"
45,"Humours Of Glen, The","Humours Of Glendart, The"
45,"Humours Of Glendarth, The","Humours Of Glendart, The"
45,"Humours Of Glentart, The","Humours Of Glendart, The"
45,"Shins Around The Fire","Humours Of Glendart, The"
45,"Shins Around The Fireside","Humours Of Glendart, The"
45,"Súgradh Ghleann Dairte","Humours Of Glendart, The"
45,"Tim The Piper","Humours Of Glendart, The"
46,"Humors Of Whiskey, The","Humours Of Whiskey, The"
46,"Humors Of Whisky, The","Humours Of Whiskey, The"
46,"Humours Of Whisky, The","Humours Of Whiskey, The"
46,"Phuktiphanno","Humours Of Whiskey, The"
46,"Plearacha Na Ceise","Humours Of Whiskey, The"
47,"Col McBain","Humours Of Westport, The"
47,"Humors Of Westport, The","Humours Of Westport, The"
47,"Milestone At The Garden, The","Humours Of Westport, The"
48,"Heart Of A Loaf, The","Hardiman The Fiddler"
48,"Poitín Whiskey","Hardiman The Fiddler"
48,"Pottien Whiskey","Hardiman The Fiddler"
49,"Cincinatti","Harvest Home, The"
49,"Cork","Harvest Home, The"
49,"Cork, The","Harvest Home, The"
49,"Harvest Homes","Harvest Home, The"
49,"Harvest Time","Harvest Home, The"
50,"Farmer Moroney's","Jackie Coleman's"
50,"Jackie Coleman's #1","Jackie Coleman's"
52,"Bogadh Faoi Shúsa","Kid On The Mountain, The"
52,"Bugga Fee Hoosa","Kid On The Mountain, The"
52,"Dress, The","Kid On The Mountain, The"
52,"Kid Of The Mountain, The","Kid On The Mountain, The"
52,"Kid On A Mountain, The","Kid On The Mountain, The"
52,"Kid On The Mountain Bike, The","Kid On The Mountain, The"
53,"Dan O'Keefe's","O'Keeffe's"
53,"Dan O'Keeffe's","O'Keeffe's"
53,"Dan O'Ryarke's","O'Keeffe's"
53,"Danny Ab O'Keefe's","O'Keeffe's"
53,"Danny Ab's","O'Keeffe's"
53,"Danny Ab's No. 1","O'Keeffe's"
53,"Denis O'Keefe's","O'Keeffe's"
53,"Kerry Slide No. 2","O'Keeffe's"
53,"Knocknaboul","O'Keeffe's"
53,"O'Keefe's","O'Keeffe's"
53,"Padraig O'Keefe's Slides No. 1","O'Keeffe's"
54,"King Of Pipers, The","King Of The Pipers"
54,"King Of The Pipers, The","King Of The Pipers"
54,"King Of The Pipes","King Of The Pipers"
54,"King Of The Pipes, The","King Of The Pipers"
54,"Ri Na Bpiobairi","King Of The Pipers"
54,"Turlough McSweeney","King Of The Pipers"
55,"Castle","Kesh, The"
55,"Castle, The","Kesh, The"
55,"Kerrigan's","Kesh, The"
55,"Kesh Mountain, The","Kesh, The"
55,"Kincora, The","Kesh, The"
55,"Mountaineers' March, The","Kesh, The"
56,"Clare, The","Old Favourite, The"
56,"Club Ceilí","Old Favourite, The"
56,"Club Céili","Old Favourite, The"
56,"Club Cèilidh","Old Favourite, The"
56,"Jiggy Slide","Old Favourite, The"
56,"Keane's Delight","Old Favourite, The"
56,"Kilfenora Sexy, The","Old Favourite, The"
56,"Kilfenora, The","Old Favourite, The"
56,"Miko Doyle's","Old Favourite, The"
56,"Old Favorite, The","Old Favourite, The"
56,"West Clare, The","Old Favourite, The"
57,"People's","Old John's"
57,"Port Shean Sheáin","Old John's"
57,"Port Shean TSeáin","Old John's"
57,"Tom Billy's","Old John's"
58,"Gearrbhodaí Laoise","Lads Of Laois, The"
58,"Lads Of Laoise","Lads Of Laois, The"
58,"Lads Of Laoise, The","Lads Of Laois, The"
58,"Lads Of Leith, The","Lads Of Laois, The"
58,"Lord Of Laois, The","Lads Of Laois, The"
58,"Sic A Wife As I Hae Gotten","Lads Of Laois, The"
58,"Sir Adam Ferguson's","Lads Of Laois, The"
59,"Lady Ann Montgomery","Lady Anne Montgomery"
59,"Lady Anne Montgomery's","Lady Anne Montgomery"
59,"Lady Anne'","Lady Anne Montgomery"
59,"Lady Anne's","Lady Anne Montgomery"
59,"Lady Montgomery","Lady Anne Montgomery"
60,"Ballinasloe Fair","Lilting Banshee, The"
60,"Banshee's Lament, The","Lilting Banshee, The"
60,"Bobby Casey's","Lilting Banshee, The"
60,"Butcher's March, The","Lilting Banshee, The"
60,"Fallon's","Lilting Banshee, The"
60,"Glanmire Miller, The","Lilting Banshee, The"
60,"John Conroy's","Lilting Banshee, The"
60,"Killaloe Boat, The","Lilting Banshee, The"
60,"Miller Of Glanmire, The","Lilting Banshee, The"
60,"Moyasta, The","Lilting Banshee, The"
60,"Paddy In London","Lilting Banshee, The"
60,"Rita Keane's","Lilting Banshee, The"
60,"Ryan's","Lilting Banshee, The"
60,"Ryan's Favourite","Lilting Banshee, The"
60,"Sligo, The","Lilting Banshee, The"
60,"Wail Of The Banshee, The","Lilting Banshee, The"
60,"Wailing Banshee, The","Lilting Banshee, The"
61,"Cuir Diallaid Air An Clibin","Langstrom's Pony"
61,"Langstern Pony","Langstrom's Pony"
61,"Langstern Pony, The","Langstrom's Pony"
61,"Langstern's Pony","Langstrom's Pony"
61,"Langstrom Pony, The","Langstrom's Pony"
61,"Langstrom's Pony","Langstrom's Pony"
61,"Langstrome Pony","Langstrom's Pony"
61,"Langstroms Pony","Langstrom's Pony"
61,"Langstron's Pony","Langstrom's Pony"
61,"Lanxtrum","Langstrom's Pony"
61,"Lastrumpony","Langstrom's Pony"
61,"Morning Star, The","Langstrom's Pony"
61,"Saddle The Pony","Langstrom's Pony"
61,"Treasure Cave","Langstrom's Pony"
62,"A Western Lilt","Lark In The Morning, The"
62,"Fuiseog Ar Maidin","Lark In The Morning, The"
62,"Ha'penny Bridge","Lark In The Morning, The"
62,"Ha'penny Bridge, The","Lark In The Morning, The"
62,"Humours Of Mullingar, The","Lark In The Morning, The"
62,"Kelso Races","Lark In The Morning, The"
63,"Joe Cooley's No. 1","Last Night's Fun"
63,"Killoran's Reels","Last Night's Fun"
63,"Last Night's Fun","Last Night's Fun"
63,"Last Nights Fun","Last Night's Fun"
63,"Scléip Na HOíche Aréir","Last Night's Fun"
64,"Barmaid, The","Maid Behind The Bar, The"
64,"Freastalaí Laistiar Cuntar","Maid Behind The Bar, The"
64,"Freastalaí Laistiar ḍen ǥCuntar","Maid Behind The Bar, The"
64,"Haymaker, The","Maid Behind The Bar, The"
64,"Indy's Favorite","Maid Behind The Bar, The"
64,"Judy's","Maid Behind The Bar, The"
64,"Kiss The Maid Behind The Bar","Maid Behind The Bar, The"
64,"Little Judy","Maid Behind The Bar, The"
64,"Little Judy's","Maid Behind The Bar, The"
64,"New York","Maid Behind The Bar, The"
65,"Jackdaw's Nest","Maude Miller"
65,"Maud Millar","Maude Miller"
65,"Maud Miller","Maude Miller"
65,"Maud Miller's","Maude Miller"
65,"Maude Millar's","Maude Miller"
65,"Maude Miller's","Maude Miller"
65,"Old Maud Miller's","Maude Miller"
65,"Sporting Molly","Maude Miller"
66,"Charlie Harris'","Mulqueen's"
66,"Charlie Harris's","Mulqueen's"
66,"Free And Easy","Mulqueen's"
66,"Kerry Lasses","Mulqueen's"
66,"Moneen","Mulqueen's"
66,"Mulqueeny's","Mulqueen's"
66,"Spindle Shanks","Mulqueen's"
66,"Spindle's Shank, The","Mulqueen's"
66,"United, The","Mulqueen's"
67,"Clay Pipe","Monaghan, The"
67,"Clay Pipe, The","Monaghan, The"
67,"Cock Up Your Chin Billy","Monaghan, The"
67,"Coleman's","Monaghan, The"
67,"Monaghan's","Monaghan, The"
67,"Monahan","Monaghan, The"
67,"Monahan's","Monaghan, The"
67,"Port Mhuineacháin","Monaghan, The"
69,"Drúcht Na Maidne","Morning Dew, The"
69,"Giorria Sa BhFraoch","Morning Dew, The"
69,"Hare Among The Heather, The","Morning Dew, The"
69,"Hare In The Heather, The","Morning Dew, The"
69,"Sundew","Morning Dew, The"
70,"Humours Of Last Night, The","Merrily Kissed The Quaker"
70,"Kiss The Crater","Merrily Kissed The Quaker"
70,"Kiss The Quaker's Wife","Merrily Kissed The Quaker"
70,"Merrily Danc'd The Quaker's Wife","Merrily Kissed The Quaker"
70,"Merrily Danced The Quaker's Wife","Merrily Kissed The Quaker"
70,"Merrily Danced The Quakers Wife","Merrily Kissed The Quaker"
70,"Merrily Kiss The Quaker","Merrily Kissed The Quaker"
70,"Merrily Kiss The Quaker's Wife","Merrily Kissed The Quaker"
70,"Merrily Kissed The Quaker's Daughter","Merrily Kissed The Quaker"
70,"Merrily Kissed The Quaker's Wife","Merrily Kissed The Quaker"
70,"Nine Inch Will Please A Lady","Merrily Kissed The Quaker"
70,"Quaker's Wife, The","Merrily Kissed The Quaker"
70,"Quaker, The","Merrily Kissed The Quaker"
71,"Jim Morrison's","Morrison's"
71,"Maurice Carmondy's Favorite","Morrison's"
71,"Maurice Carmondy's Favourite","Morrison's"
71,"Morrison's Aaron","Morrison's"
71,"Morrison's No. 1","Morrison's"
71,"Paddy Stack's Fancy","Morrison's"
71,"Port Ui Mhuirgheasa","Morrison's"
71,"Stick Across The Hob","Morrison's"
71,"Stick Across The Hob, The","Morrison's"
71,"Tom Carmondy's Favorite","Morrison's"
72,"Boys Of The Lake, The","Merry Blacksmith, The"
72,"Corkonian, The","Merry Blacksmith, The"
72,"Music Of The Forge","Merry Blacksmith, The"
72,"Paddy On The Railroad","Merry Blacksmith, The"
72,"Peeler's Cap, The","Merry Blacksmith, The"
72,"Sleigh Ride","Merry Blacksmith, The"
73,"An Sagart Ceolmhar","Musical Priest, The"
73,"New Bridge Of Eden, The","Musical Priest, The"
73,"New Bridge Of Erin, The","Musical Priest, The"
74,"Braes Of Glenorchy","Mason's Apron, The"
74,"Isla","Mason's Apron, The"
74,"Lady Carbury","Mason's Apron, The"
74,"Lowrie Tarrell","Mason's Apron, The"
74,"Mason Laddie","Mason's Apron, The"
74,"Masons Apron","Mason's Apron, The"
74,"Masson Laddie, The","Mason's Apron, The"
74,"Parson's Moan","Mason's Apron, The"
74,"Wooden Spoon And The Apron, The","Mason's Apron, The"
75,"Dance For Your Daddy My Little Laddie","Miss McLeod's"
75,"Did You Ever Meet The Devil, Uncle Joe?","Miss McLeod's"
75,"Dun Cow, The","Miss McLeod's"
75,"Eighthsome","Miss McLeod's"
75,"Hop High Ladies","Miss McLeod's"
75,"Iníon Mhic Leóid","Miss McLeod's"
75,"May Day","Miss McLeod's"
75,"McCleod's","Miss McLeod's"
75,"McCloud's","Miss McLeod's"
75,"McLeod's","Miss McLeod's"
75,"Miss MacLeod","Miss McLeod's"
75,"Miss McCleod","Miss McLeod's"
75,"Miss McCleod's","Miss McLeod's"
75,"Miss McCloud","Miss McLeod's"
75,"Miss McCloud's","Miss McLeod's"
75,"Miss McLeod","Miss McLeod's"
75,"Miss McLeod's","Miss McLeod's"
75,"Mrs MacLeod Of Raasay","Miss McLeod's"
75,"Mrs Mc Leod's","Miss McLeod's"
75,"Mrs Mcleod Of Raasay","Miss McLeod's"
75,"Mrs McLeod's","Miss McLeod's"
75,"Mrs McLeods","Miss McLeod's"
75,"Mrs. MacLeod's","Miss McLeod's"
75,"Mrs. Mc Cloud","Miss McLeod's"
75,"Mrs. McCloud","Miss McLeod's"
75,"Mrs. McCloud's","Miss McLeod's"
75,"Mrs. McClouds","Miss McLeod's"
75,"Mrs. McLeod","Miss McLeod's"
75,"Mrs. McLeod Of Rasay","Miss McLeod's"
75,"Mrs. McLeod's","Miss McLeod's"
